player_id,player_name,team,rushing_yds,receptions,receiving_yds,fumbles,touchdowns
9547fbb1-0d4f-4d9e-83b9-e2fa30463bb9,JuJu Smith-Schuster,KC,0,27,370,2,1
bc25629f-1501-4f58-ae46-c6cf502a4b13,Cornell Powell,KC,0,0,0,0,0
bd01d907-cd57-48cb-9136-5692a4764a20,Chris Conley,KC,0,0,0,0,0
bdb77276-7191-4454-85c2-e1693a33d709,Justin Watson,KC,0,3,60,0,1
cce91700-ce0c-11ec-8f7c-f5226825ea6a,Justyn Ross,KC,0,0,0,0,0
e7f0a505-8060-403e-a3b3-9d4e88dda1dc,Marquez Valdes-Scantling,KC,-3,19,258,0,0
fe6dc768-d576-476c-b150-53b85af2a1d1,Mecole Hardman,KC,3,15,186,1,2
064c4eda-1b10-40ac-a9d2-66caf76a213a,Tyron Johnson,LV,0,0,0,0,0
1624b5cf-0032-4093-af56-e4dea4f64149,DJ Turner,LV,0,0,0,0,0
2958ea86-e2dc-4719-93e5-cc9d093ca963,Albert Wilson,LV,0,0,0,0,0
34c523c7-bc58-49f0-a9cc-f9edd91fe00f,Hunter Renfrow,LV,0,14,105,3,0
93cb5790-1012-4c42-bccb-5748c27ba7d6,Mack Hollins,LV,0,17,273,0,1
977bcabb-f79b-4e96-91f9-c8e44f73c3e8,Dillon Stoner,LV,0,0,0,0,0
a8c96abf-a911-47a0-ac16-dd51a8782b5e,Keelan Cole,LV,0,1,12,0,0
b2c4ef6b-4caf-4f4e-9cdd-3bd9f2e38d01,Chris Lacy,LV,0,0,0,0,0
e7d6ae25-bf15-4660-8b37-c37716551de3,Davante Adams,LV,0,29,414,1,5
e83c7957-58c7-48eb-aaf2-47e410607957,Isaiah Zuber,LV,0,0,0,0,0
0ce9ddce-bdf6-469c-8a32-9cf0ed3714a4,Khalil Shakir,BUF,0,6,112,0,1
1d1c217b-6407-40d7-aebb-ba95fa05d127,Isaiah Hodgins,BUF,0,4,41,0,0
47520723-6d02-4c3b-b786-a7dfcea15efc,Tanner Gentry,BUF,0,0,0,0,0
6130be96-edf3-4361-b666-860c4ec46e7d,Isaiah McKenzie,BUF,6,17,162,0,3
7e8f4076-25e1-41e5-8e71-f70397a3729d,KeeSean Johnson,BUF,0,0,0,0,0
8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,Jamison Crowder,BUF,0,6,60,1,0
a1c40664-b265-4083-aad2-54b4c734f2c5,Stefon Diggs,BUF,0,49,656,0,6
aa759477-6206-4984-ab9c-eb213abfd020,Jake Kumerow,BUF,0,4,64,0,0
dc397432-7157-4ce4-976d-b9662cc6f551,Gabe Davis,BUF,0,14,383,0,4
e6f6dd1f-536f-41be-bf56-7ea6999d5b2c,Marquez Stevenson,BUF,0,0,0,0,0
011ab650-d3b2-11ec-96a0-c3471a31202c,Braylon Sanders,MIA,0,0,0,0,0
01d8aee3-e1c4-4988-970a-8c0c2d08bd83,Tyreek Hill,MIA,18,50,701,1,2
0ff9a975-669d-4851-a95d-ab28d9fc29c4,Jaylen Waddle,MIA,17,30,533,1,3
18ccb826-5584-4f6a-8434-cf9a3b927b0f,Trent Sherfield,MIA,0,10,88,0,0
6124c4d4-337b-4926-b3f8-d2feb1c16fa9,River Cracraft,MIA,0,2,13,0,2
7934c2db-a5f1-404c-a313-74a8aacd5946,Erik Ezukanma,MIA,0,0,0,0,0
81997ce2-9e70-4014-999a-25ebb405dbf6,Freddie Swain,MIA,0,0,0,0,0
a964f59b-af2b-48e1-b64d-c376cc1d8c28,Cedrick Wilson Jr.,MIA,8,4,40,0,0
18f0bd30-1432-4fae-9cb4-c212bad6d0bb,Braxton Berrios,NYJ,55,8,48,0,2
379f98b1-2f12-4f9e-8332-61cb930ac97a,Diontae Spencer,NYJ,0,0,0,0,0
68d72fe0-79b2-4fdb-afd5-6c79676e77f3,Garrett Wilson,NYJ,-2,24,290,0,2
767b1112-c77a-4a58-89b4-30f1ffa2a497,Jeff Smith,NYJ,0,2,28,0,0
89de9ce0-3b8e-424a-b9b5-d747692ea5f7,Tarik Black,NYJ,0,0,0,0,0
adfc13b3-1eb6-49f3-9ba6-d4d87fd13685,Denzel Mims,NYJ,0,0,0,0,0
b1935e20-6bd6-4863-8d7e-702ec403491f,Elijah Moore,NYJ,-4,16,203,0,0
e21e9081-44aa-464b-8d3e-83918d48b921,Corey Davis,NYJ,0,19,351,0,2
f8578e10-d3bd-11ec-96a0-c3471a31202c,Irvin Charles,NYJ,0,0,0,0,0
0c39e276-7a5b-448f-a696-532506f1035a,Ty Montgomery,NE,-2,3,15,0,1
5aba3610-ab55-4922-ac46-806ded5eb8bf,Kendrick Bourne,NE,14,11,156,1,0
73e194d1-a4b7-4de4-b1c2-3c24ef502918,Jakobi Meyers,NE,7,24,321,0,1
74cda487-2026-42e0-ae32-77f3502cfb11,Tyquan Thornton,NE,16,6,44,0,2
7cb3d1f0-d085-11ec-8cbe-f58fdd592020,Raleigh Webb,NE,0,0,0,0,0
9d404288-65c5-414f-8ea5-ceb97eccaea0,Matthew Slater,NE,0,0,0,0,0
b7f930af-ddd2-4a48-9617-96bda81b0334,Lil'Jordan Humphrey,NE,0,2,20,0,0
b9a6720d-9c6f-46f2-bcee-b80550026437,Kristian Wilkerson,NE,0,0,0,0,0
bd783f2e-b931-4d3e-ab71-60fa1431f598,Lynn Bowden Jr.,NE,0,0,0,0,0
c272aa3f-4ef7-468c-ad4d-a4eed44a6ab7,Scotty Washington,NE,0,0,0,0,0
c552a87b-4612-49f2-a6a4-55a5e26787c7,Tre Nixon,NE,0,0,0,0,0
cfb0ff68-51cb-4dad-ba81-f9e019a93a91,Nelson Agholor,NE,0,14,225,2,1
e9ee9209-dd8f-4e4a-be3c-407756a2749c,DeVante Parker,NE,0,12,253,0,1
18a3fb57-3220-4fa3-af42-20e179ec896f,DeMichael Harris,IND,0,0,0,0,0
1aefd5e2-1f85-471a-91a5-4aad4cf6fe6d,Michael Pittman Jr.,IND,0,38,417,0,1
40caae08-0389-4c59-b796-d924047f57f9,Keke Coutee,IND,0,0,0,1,0
a63918a5-da89-40d9-8518-30a3e0e46da1,Vyncint Smith,IND,0,0,0,0,0
a67ee8f8-e9de-4fb9-90b6-edca2f83f6d8,Alec Pierce,IND,0,18,271,1,1
be29caf2-9942-4e21-939a-a29407555c56,Dezmon Patmon,IND,0,2,24,0,0
db0c3b1c-8d18-435a-864a-cdd696f963b6,Parris Campbell,IND,0,18,169,0,1
e983b200-d396-11ec-96a0-c3471a31202c,Ethan Fernea,IND,0,0,0,0,0
f374262b-d642-4d05-9584-5955548ee4d1,Ashton Dulin,IND,3,12,168,0,0
